Date,CVX,XOM,AAPL,FB,MSFT,MRK,PFE,BAC,JPM,WFC
2-Aug-16,0.004843104,0.013743303,-0.014804338,-0.009814174,0,-0.005625639,-0.024658269,-0.013956734,-0.002351097,-0.005038841
3-Aug-16,0.010241992,0.005170037,0.012538285,-0.004711999,0.006892895,-0.011657809,-0.030228085,0.024769993,0.015868028,-0.00126609
4-Aug-16,-0.002186661,-0.000114299,0.000756215,0.015100808,0.007372301,0.00329575,-0.003967129,0,-0.001546551,0.00507078
5-Aug-16,0.001195338,0.000914495,0.01520733,0.006352525,0.009932044,0.104080221,0.008250356,0.039364641,0.026951673,0.011772125
8-Aug-16,0.006864989,0.011763362,0.00828061,0.000878945,0.001725328,-0.015659255,-0.014390519,0.005315615,-0.003016591,0.012674008
9-Aug-16,0.001185771,0.001241675,0.004060164,-0.001596679,0.002411299,-0.005886096,0.004294303,0.003965631,-0.003479576,0.001436192
10-Aug-16,-0.011646269,-0.025817362,-0.007444169,-0.001439309,-0.003092784,0.002400384,0.001425314,-0.025016458,-0.008957037,-0.014955952
11-Aug-16,0.012582385,0.003587548,-0.000648148,0.000160154,0.004825922,0.015804598,0.000569314,0.004726536,0.002757353,-0.003327787
12-Aug-16,0.007495069,0.013030443,0.002316316,-0.000160128,-0.006174957,-0.00440044,-0.004836415,0.002016129,-0.002138711,-0.00187813
15-Aug-16,0.005971026,-0.000455322,0.012017009,-0.007847534,0.003106662,-0.00047356,0.003716409,0.007377599,0.006123699,0.004181476
16-Aug-16,-0.00145957,0.001252705,-0.000913409,-0.004842615,-0.011699931,-0.004421984,-0.009114212,0.009986684,-0.000152161,0.00062461
17-Aug-16,-0.003897876,0.002161056,-0.00146279,0.008678021,0.002089136,0.003965736,0.010060362,-0.001318392,0.002739309,0.005201831
18-Aug-16,0.013011152,0.00907956,-0.001281817,-0.003698641,0.000694927,0.005372097,0.00142288,0.000660066,0.000910609,0.000413993
19-Aug-16,-0.01187832,-0.012484535,0.002566923,-0.002824631,0.000347222,-0.004243281,-0.005967604,0.003957784,-0.00136467,-0.002689841
22-Aug-16,-0.003713839,0.002164009,-0.007772495,0.004775008,0.000867754,0.002998737,-0.004002287,-0.002628121,-0.000911023,0.006224066
23-Aug-16,-0.00255052,-0.003068531,0.003133352,0.00177205,0.003814808,0.000472069,0.00717566,0.011198946,-0.000455927,-0.002268041
24-Aug-16,0.005114083,0.003419973,-0.007533303,-0.007156067,0.001036448,-0.013368984,-0.0076945,0.003257329,0.00273681,-0.000826617
25-Aug-16,-0.003033268,-0.00636219,-0.004258076,0.003320376,0.003796376,-0.006535948,-0.001435956,0.008441558,0.00181956,-0.001034126
26-Aug-16,-0.005594268,-0.002172422,-0.005856651,0.008636694,-0.002406739,0.008504493,0.001438021,0.01674179,0.002270319,-0.000414079
29-Aug-16,0.007204895,0.006531454,-0.001122125,0.012644046,0.001206273,0.002545744,0.008328547,0.003166561,0.01102386,0.008492129
30-Aug-16,-0.003429691,-0.003642987,-0.007676465,-0.005531848,-0.003614458,-0.004761149,-0.00655084,0.02209596,0.008215086,0.020332717
31-Aug-16,-0.011012783,-0.004341865,0.000943396,0.002225048,-0.00742788,0.001275714,-0.002293578,-0.003088326,0,0.011272142
1-Sep-16,-0.003678664,-0.003442736,0.005937795,0.000396448,0.002262443,0.001751871,-0.003448276,-0.009913259,-0.004296296,-0.00258758
2-Sep-16,0.007184912,0.00667895,0.009369437,0.002694777,0.00138913,0.00127186,0.002595156,0.001251564,0.004166047,0.001396927
6-Sep-16,0.014861785,0.013154884,-0.000278474,0.025452533,-0.001040402,0.004128295,0,-0.01375,-0.00074085,-0.010960542
7-Sep-16,0.004393244,-0.003725867,0.006128134,0.010174979,0.000867905,-0.005850727,0.00201323,-0.005069708,-0.004151839,0.000402982
8-Sep-16,0.012052877,0.00917951,-0.026208933,-0.005951927,-0.0039889,0.00588516,-0.003444317,0.010191083,0.001340083,-0.001812689
9-Sep-16,-0.027372263,-0.024817518,-0.022649735,-0.024334075,-0.021243253,-0.011859583,-0.017857143,-0.007566204,-0.008921933,-0.016949153
12-Sep-16,0.009677101,0.005181944,0.022398914,0.012509835,0.01494396,0.011201792,0.016129032,0.010165184,0.006151538,-0.015188834
13-Sep-16,-0.027579462,-0.023828617,0.023805008,-0.011500505,-0.009114812,-0.021838899,-0.017604618,-0.011320755,-0.00790337,-0.030429346
14-Sep-16,-0.0101579,-0.007158784,0.035386753,0.00440217,-0.004776225,-0.007442161,-0.00293772,-0.005725191,-0.001954006,-0.000429923
15-Sep-16,0.010973379,0.005673759,0.03399839,0.004539407,0.016530395,0.016788916,0.005892752,0.002559181,0.003614458,-0.028172043
16-Sep-16,-0.016683417,-0.012341326,-0.005624297,0.005609661,0.001049134,-0.001603078,-0.005858231,-0.011486918,-0.012304922,0.001327727
19-Sep-16,0.002044154,-0.002380102,-0.011660285,-0.003254048,-0.00558952,-0.015253693,-0.00854449,0.006455778,0.005621392,0.005082873
20-Sep-16,-0.003467972,-0.015388286,-8.80E-05,-7.77E-05,-0.002107852,0.009946193,0.004754829,0.000641437,0.004079166,0.01407212
21-Sep-16,0.01975435,0.009207657,-0.000176103,0.010105721,0.016722408,0.012269939,0.013901213,0.003205128,0.005717725,-0.017129228
22-Sep-16,0.003512998,0.002881152,0.009423162,0.00107742,0.001038781,0.005103668,-0.003792299,-0.003194888,0.008228606,0.000882418
23-Sep-16,-0.00760152,-0.001077328,-0.016663759,-0.016297663,-0.006745071,-0.000952079,0.003221083,-0.005128205,-0.00207746,0.00132246
26-Sep-16,-0.00443459,-0.004673457,0.001508296,-0.005079712,-0.009228626,-0.012865311,-0.018096906,-0.027706186,-0.021858736,-0.017169271
27-Sep-16,0.002024701,0.002167108,0.001860383,0.010839683,0.018453427,0.006757844,0.005648038,0.01325381,0.00881727,0.000223964
28-Sep-16,0.032026672,0.043969246,0.007604563,0.00419613,0.0013805,0.011666933,0.00472953,0.0058862,0.005274262,0.006717421
29-Sep-16,-0.008614782,-0.005063291,-0.015533129,-0.008821481,-0.010856454,-0.021958926,-0.01971168,-0.014304291,-0.015889672,-0.016681495
30-Sep-16,0.016293078,0.009484155,0.007755393,0.001405262,0.003484321,0.00807624,0.016506603,0.0323219,0.014318355,-0.002488125
3-Oct-16,-0.004566654,-0.002635197,-0.004688191,0.003898028,-0.003125,0.001762538,-0.005609684,-0.001277955,-0.001201382,-0.012244898
4-Oct-16,-0.011517814,-0.009190121,0.004265908,-0.004504155,-0.003134796,-0.000959693,0.001187648,0.01087652,0.00135318,-0.000229568
5-Oct-16,0.009479609,0.008695652,0.000442478,0.002184258,0.00698812,0.005443484,0.005338078,0.019620253,0.016366366,0.006429392
6-Oct-16,-0.000489093,0.00045977,0.007430341,0.002101658,0.001734906,-0.002229299,-0.007374631,0.006828057,0.002659182,0.022815423
7-Oct-16,0.000880799,-0.003446691,0.001492668,0.001941898,0.001039141,0.001755506,-0.002674591,-0.005548705,0.003536172,0.002230649
10-Oct-16,0.016720446,0.019598801,0.017446958,0.009690674,0.004152249,0.01800223,0.001489869,0.010539368,0.00778153,0.01135099
11-Oct-16,-0.0090402,-0.007914971,0.002154244,-0.01044226,-0.014645072,-0.030829421,-0.014281464,-0.011656442,-0.004807692,-0.006382042
12-Oct-16,-0.008637422,-0.006952359,0.00894239,0.001319056,-0.001398846,-0.004359761,-0.001811047,-0.00496586,-0.002635046,0.003765227
13-Oct-16,-0.013313754,-0.006541949,-0.003068007,-0.009531189,-0.003326913,0.013785274,-0.009374055,-0.012476606,-0.005724351,-0.022947926
14-Oct-16,0.00287727,-0.000231054,0.005556505,0.00046941,0.008784259,-0.005919053,-0.003052503,0.010739103,-0.003247712,0.000903342
17-Oct-16,0.002770083,0,-0.000680099,-0.002658743,-0.003483107,-0.00997747,-0.004898959,0.003125,-0.005183649,0
18-Oct-16,0.004242305,0.002657731,-0.000680561,0.008075898,0.007689619,0.00926528,0.005846154,0.013084112,0.007890427,0.002030686
19-Oct-16,0.004715591,0.004609888,-0.002979484,0.011977911,-0.002254596,-0.003543244,-0.002753136,0.012915129,0.009601182,0.010132853
20-Oct-16,-0.003911215,0.000458873,-0.000512295,-0.000845438,-0.004867026,0.000808146,-0.001840491,0.005464481,-0.001316752,-0.004458315
21-Oct-16,-0.005595367,-0.006765279,-0.003929609,0.015923077,0.04209607,-0.011627907,-0.011063307,0.006642512,0.00336947,0
24-Oct-16,-0.006317868,0.003347957,0.009005146,0.009161808,0.02246061,-0.007352941,-0.00155376,0.0059988,0.005548255,0.014106583
25-Oct-16,0.001092788,-0.00218617,0.005099873,-0.007427971,-0.000163934,0.019753086,0.004668534,-0.002981515,-0.001016408,0.002649592
26-Oct-16,0.004167907,0.004266605,-0.022494715,-0.009448938,-0.005902607,-0.017433414,0.003717472,0.008971292,0.004796512,0.000660647
27-Oct-16,-0.012550647,-0.001952004,-0.009602907,-0.010302198,-0.008741547,0.006899951,0.002469136,0.002371073,0.00144655,0.018045775
28-Oct-16,0.039031225,-0.024620341,-0.006638714,0.012337112,-0.003826955,-0.039973895,-0.016933498,-0.013601419,-0.001733353,-0.00821444
31-Oct-16,0.008957812,-0.017221043,-0.001582835,-0.002285018,0.000835143,-0.002039429,-0.006890072,-0.010791367,0.002170453,0.002615519
1-Nov-16,0.016515513,0.003960634,-0.018055311,-0.011374914,-0.00200267,0.009877384,-0.020182908,0.006666667,-0.004187121,-0.008695652
2-Nov-16,-0.010236664,-0.002390915,0.000896941,-0.017992278,-0.006187291,-0.007757167,-0.014161571,-0.00782661,-0.004204727,-0.011622807
3-Nov-16,0,0.002516477,-0.015772023,-0.056381222,-0.003701834,-0.006968049,-0.024159321,0,-0.004368084,0.003993787
4-Nov-16,-0.005788025,-0.001075783,-0.009013931,0.00625,-0.00844452,0.006674653,0.003680161,0.004247573,-0.009066979,-0.01679558
7-Nov-16,0.019755679,0.022496111,0.014424844,0.011594203,0.029126214,0.020911255,0.012666667,0.027794562,0.031286895,0.016183412
8-Nov-16,0.004117922,-0.001638385,0.005887148,0.016946377,0.000827541,0.007660283,-0.012508229,-0.000587889,0.002146537,-0.00752046
9-Nov-16,0.003262187,0.011018638,-0.001620746,-0.008372243,-0.004961138,0.060651132,0.070666667,0.057058824,0.045980294,0.025183864
10-Nov-16,0.001393534,0.009275362,-0.027867965,-0.019321318,-0.024430779,0.012153319,0.042652553,0.043962159,0.046416382,0.060652174
11-Nov-16,-0.010668893,-0.015852958,0.005937471,-0.014735099,0.005451448,-0.01554803,-0.026873694,0.013859275,0.000521853,0.039762246
14-Nov-16,-0.000468867,-0.004552352,-0.025085308,-0.03310368,-0.015249068,-0.006567631,-0.006443694,0.05573081,0.036771417,0.023260398
15-Nov-16,0.022234731,0.018058161,0.01324378,0.018421967,0.012904336,0.001888871,-0.004632489,0.003984064,-0.001886555,-0.007127721
16-Nov-16,-0.005598385,-0.012324349,0.026888246,-0.007337884,0.013249533,-0.016025137,-0.008377288,-0.020337302,-0.024697581,-0.003492433
17-Nov-16,-0.00212275,-0.00606414,-0.000363669,0.012463469,0.016596815,0.001117675,-0.007196496,0.016708861,0.008010336,-0.007788162
18-Nov-16,0.009988901,0.000586648,0.001000455,-0.006537057,-0.004782322,-0.01323764,-0.007878979,-0.003984064,-0.00397334,0.020211931
21-Nov-16,0.008974359,0.014188555,0.015173542,0.040591352,0.008450704,0.006950057,0.002858958,0.0165,0.004375241,0.000577034
22-Nov-16,0.003993465,0.002196786,0.00062651,-0.002463661,0.0042721,-0.009630819,-0.007602154,-0.001475652,0.006149904,-0.004036909
23-Nov-16,0.003435184,0.002768805,-0.00509839,-0.005186466,-0.011780105,-0.000972447,0.002872646,0.012807882,0.004202216,0.002702181
25-Nov-16,0,0.002300966,0.005034613,-0.003806687,0.002152318,0.009247242,0.008593253,0.01459144,-0.000380421,0.001732435
28-Nov-16,-0.004504505,-0.007460973,-0.001967976,0.000249211,0.001321659,-0.00659058,-0.004733354,-0.026845638,-0.006469618,-0.012490392
29-Nov-16,-0.010497738,-0.006591882,-0.000985928,0.003820281,0.007919485,0.00631068,0.012048193,-0.000492611,0.007660878,0.003308037
30-Nov-16,0.02030364,0.016298021,-0.008433519,-0.020269711,-0.013586512,-0.016079756,0.006892231,0.040906851,0.015838824,0.014352211
1-Dec-16,0.01550735,-0.000687285,-0.00931958,-0.028035805,-0.017590441,-0.007027292,-0.021157436,0.017992424,0.02020706,0.014531549
2-Dec-16,-0.002559802,-0.002292526,0.003744634,0.002606429,0.000844595,0.006089533,0.005403687,-0.01255814,-0.002323022,0.004711647
5-Dec-16,0.002212389,0.005055147,-0.007188353,0.017590988,0.016371308,-0.01439555,-0.001264622,0.028732925,0.020343137,0.010504596
6-Dec-16,-0.004326711,0.000914495,0.007698653,-0.001021885,-0.00448356,0.000497925,-0.000949668,0.014652015,0.005164545,0.006497123
7-Dec-16,0.0148989,0.005824577,0.009822647,0.00545563,0.023686405,-0.003649635,-0.011723701,0.018501805,0.004540566,0.018627813
8-Dec-16,0.006378889,0.002838651,0.009817167,0.008139042,-0.005866058,0.000999001,-0.00801539,0.016836509,0.012489592,0.026797031
9-Dec-16,0.005557003,0.007699275,0.016321798,0.006475486,0.015735125,0.018463074,0.024563672,0.006100218,0.004346805,-0.003879386
12-Dec-16,0.011570676,0.022247191,-0.005704256,-0.015959225,0.003227368,0.008002613,0.022082019,-0.02078822,-0.008889929,-0.016640113
13-Dec-16,0.002304738,0.017586283,0.016681377,0.021567462,0.013028792,0.001134154,0.013271605,0,0.000354066,-0.004680468
14-Dec-16,-0.012433998,-0.021602938,0,-0.000831186,-0.004763417,0.000161838,-0.000304599,0.002653693,-0.000353941,-0.022788931
15-Dec-16,0.009399793,0.003422389,0.005469225,0.002994759,-0.001595405,0.009223301,-0.002132846,0.021614468,0.014988788,0.016102165
16-Dec-16,0.008799658,0.00319067,0.001295113,-0.005805756,-0.004474273,0.001122334,0.002748092,-0.021588946,-0.012325581,0.000364299
19-Dec-16,-0.003641599,-0.008335161,0.005777356,-0.005255694,0.021187801,-0.020819987,-0.000304507,-0.007943513,0.005768778,-0.004916242
20-Dec-16,0.002549936,0.000110595,0.00265775,-0.001257967,-0.001257466,-0.010467779,0.000609199,0.010231317,0.012876039,0.009149131
21-Dec-16,-0.000339127,-0.001658742,0.000940573,-0.000419851,0,-0.01768595,-0.01369863,-0.003522677,0.002542471,0.008884859
22-Dec-16,0.007293699,0.006535224,-0.006577823,-0.013776882,0.000157381,0.002523978,-0.001851852,-0.003977022,0.001613833,-0.002516175
23-Dec-16,-0.002946872,-0.001760757,0.001977814,-0.001107325,-0.004878049,-0.000335683,0.004329004,0.002661934,0.001841409,0.002162162
27-Dec-16,-0.001688904,0.000440966,0.006350841,0.006310224,0.000632511,0.003861652,0.001539409,0.000442478,0.000919012,0.003955412
28-Dec-16,-0.00262223,-0.004958678,-0.004264029,-0.009236505,-0.004582807,-0.008697107,-0.005533354,-0.012383901,-0.007230575,-0.010207736
29-Dec-16,-0.000763294,0.00055371,-0.000256937,-0.004875128,-0.001428798,-0.003880547,0.004327666,-0.014778325,-0.007052023,-0.014293468
30-Dec-16,-0.001018503,-0.000996126,-0.007795768,-0.011173184,-0.012082671,-0.002879404,-0.000307787,0.004545455,0.00465712,0.005690162
,0.001676722,0.000524148,0.000892598,-0.000655848,0.000934509,0.000155107,-0.001225902,0.004211038,0.002910662,0.001406526
